"id,""tema"",""subtema"",""texto_pregunta"",""opcion_a"",""opcion_b"",""opcion_c"",""opcion_d"",""opcion_e"",""alternativa_correcta"",""respuesta_correcta"",""tipo_origen"",""origen"",""imagen"",""notas""";;;;;
"147,""Filosofía"",""Filosofía de Protágoras"",""¿Qué filósofo propuso que 'el hombre es la medida de todas las cosas'?"",""Protágoras"",""Platón"",""Aristóteles"",""Descartes"",""Kant"",""a"",""Protágoras"",""GENERADO"",""SIMULACRO-23-04-2025-I"","""",""""";;;;;
"148,""Filosofía"",""Cogito ergo sum (Descartes)"",""El 'Cogito ergo sum' es atribuido a:"",""Kant"",""Hegel"",""Descartes"",""Nietzsche"",""Marx"",""c"",""Descartes"",""GENERADO"",""SIMULACRO-23-04-2025-I"","""",""""";;;;;
"149,""Filosofía"",""Positivismo peruano"",""¿Qué pensador peruano representó el positivismo?"",""Mariano Ibérico"",""Augusto Salazar Bondy"",""Manuel González Prada"",""Antenor Orrego"",""Javier Prado"",""e"",""Javier Prado"",""GENERADO"",""SIMULACRO-23-04-2025-I"","""",""""";;;;;
"150,""Filosofía"",""Gnoseología"",""La gnoseología estudia:"",""La belleza"",""La moral"",""El conocimiento"",""El ser"",""El lenguaje"",""c"",""El conocimiento"",""GENERADO"",""SIMULACRO-23-04-2025-I"","""",""""";;;;;
"151,""Filosofía"",""Método científico"",""El método científico se basa en:"",""Dogmas"",""Intuición"",""Empirismo"",""Tradición"",""Fe"",""c"",""Empirismo"",""GENERADO"",""SIMULACRO-23-04-2025-I"","""",""""";;;;;
"152,""Filosofía"",""Ética kantiana"",""La ética kantiana se fundamenta en:"",""Consecuencias"",""Utilidad"",""Deber"",""Placer"",""Poder"",""c"",""Deber"",""GENERADO"",""SIMULACRO-23-04-2025-I"","""",""""";;;;;
"153,""Lenguaje Audiovisual"",""Elementos del lenguaje televisivo"",""¿Qué elemento del lenguaje televisivo permite transmitir emociones sin diálogo?"",""Guión"",""Storyboard"",""Banda sonora"",""Color de vestuario"",""Duración del programa"",""c"",""Banda sonora"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""La música y efectos sonoros generan respuestas emocionales (Zettl, 2023).""";;;;;
"154,""Lenguaje Audiovisual"",""Formatos en redes sociales"",""En redes sociales profesionales, ¿qué formato prioriza LinkedIn?"",""Videos virales"",""Textos largos"",""Publicaciones interactivas"",""Contenido multimedia profesional"",""Stories efímeras"",""d"",""Contenido multimedia profesional"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""LinkedIn enfatiza contenido profesional como infografías y artículos técnicos (Weber, 2022).""";;;;;
"155,""Lenguaje Audiovisual"",""Lenguaje publicitario"",""¿Qué caracteriza al lenguaje de los afiches publicitarios efectivos?"",""Uso de párrafos extensos"",""Jerarquía visual clara"",""Paleta monocromática"",""Ausencia de texto"",""Tamaño pequeño"",""b"",""Jerarquía visual clara"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""La jerarquía visual guía la atención del espectador (AMA, 2023).""";;;;;
"156,""Lenguaje Audiovisual"",""Códigos en medios impresos"",""¿Qué función cumple el código QR en medios impresos?"",""Reemplazar imágenes"",""Reducir costos"",""Vincular a contenido digital"",""Ocultar información"",""Simplificar diseños"",""c"",""Vincular a contenido digital"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Los códigos QR conectan soportes físicos con recursos digitales (MMA, 2021).""";;;;;
"157,""Lenguaje Audiovisual"",""Producción multimedia educativa"",""En producción multimedia educativa, ¿qué principio es esencial?"",""Saturación sensorial"",""Interactividad significativa"",""Uniformidad estética"",""Velocidad de reproducción"",""Complejidad técnica"",""b"",""Interactividad significativa"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""La interactividad mejora el engagement pedagógico (Mayer, 2022).""";;;;;
"158,""Lenguaje Audiovisual"",""Lenguaje transmedia"",""¿Qué aspecto define al 'lenguaje transmedia'?"",""Uso exclusivo de video"",""Narrativa fragmentada en plataformas"",""Repetición idéntica de contenido"",""Ausencia de interacción"",""Soporte único"",""b"",""Narrativa fragmentada en plataformas"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""El transmedia expande historias a través de múltiples medios (Jenkins, 2020).""";;;;;
"159,""Gramática y Ortografía"",""Conjugación de verbos"",""¿Qué error contiene: 'Hubieron muchos problemas'?"",""Uso incorrecto de 'haber'"",""Falta de concordancia"",""Tilde diacrítica"",""Preposición inadecuada"",""Orden sintáctico"",""a"",""Uso incorrecto de 'haber'"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""'Haber' impersonal debe conjugarse en singular: 'hubo' (RAE, 2020).""";;;;;
"160,""Gramática y Ortografía"",""Concordancia de género"",""Elija la forma correcta: 'El águila ___ hermosas'"",""Este"",""Esta"",""Ese"",""Esa"",""Aquella"",""b"",""Esta"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Aunque lleve 'el', 'águila' es femenino y requiere 'esta' (RAE, 2019).""";;;;;
"161,""Gramática y Ortografía"",""Uso de signos de puntuación"",""¿Qué signo falta en 'Lima Perú 2024'?"",""Coma"",""Punto"",""Dos puntos"",""Punto y coma"",""Paréntesis"",""a"",""Coma"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Debe usarse coma tras el topónimo: 'Lima, Perú' (RAE, 2021).""";;;;;
"162,""Gramática y Ortografía"",""Conectores textuales"",""Identifique el conector adversativo:"",""Por tanto"",""Sin embargo"",""Es decir"",""Asimismo"",""En consecuencia"",""b"",""Sin embargo"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""'Sin embargo' expresa contraste entre ideas (Montolío, 2022).""";;;;;
"163,""Gramática y Ortografía"",""Tilde diacrítica"",""¿Qué tilde diacrítica es correcta en 'Solo sé que no sé nada'?"",""sólo - sé"",""solo - sé"",""sólo - se"",""solo - se"",""No lleva tilde"",""a"",""sólo - sé"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""'Sólo' (adverbio) y 'sé' (verbo) requieren tilde (RAE, 2019).""";;;;;
"164,""Gramática y Ortografía"",""Clases de palabras"",""En 'Los niños juegan contentos', 'contentos' es:"",""Adverbio"",""Adjetivo"",""Sustantivo"",""Verbo"",""Pronombre"",""b"",""Adjetivo"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Es adjetivo que modifica al sustantivo 'niños' (Alcaraz, 2021).""";;;;;
"165,""Comprensión de Texto"",""Neurociencia"",""TEXTO: 'La neurogénesis adulta en el hipocampo desafía dogmas neurocientíficos. Estudios con marcaje isotópico (Cell, 2023) demuestran que humanos generan 700 neuronas diarias. Esto revoluciona terapias para Alzheimer, aunque factores como estrés crónico reducen un 40% esta capacidad.' PREGUNTA: ¿Qué hallazgo principal menciona el texto?"",""El cerebro adulto genera neuronas"",""Las neuronas no se regeneran"",""El estrés mejora la memoria"",""Solo niños producen neuronas"",""El Alzheimer estimula neurogénesis"",""a"",""El cerebro adulto genera neuronas"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""El texto destaca la neurogénesis en adultos (Cell, 2023).""";;;;;
"166,""Comprensión de Texto"",""Neurociencia"",""TEXTO: 'La neurogénesis adulta en el hipocampo desafía dogmas neurocientíficos. Estudios con marcaje isotópico (Cell, 2023) demuestran que humanos generan 700 neuronas diarias. Esto revoluciona terapias para Alzheimer, aunque factores como estrés crónico reducen un 40% esta capacidad.' PREGUNTA: ¿Qué factor perjudica la neurogénesis?"",""Ejercicio físico"",""Dieta balanceada"",""Estrés crónico"",""Sueño profundo"",""Aprendizaje continuo"",""c"",""Estrés crónico"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""El estrés crónico reduce la neurogénesis en 40% (texto).""";;;;;
"167,""Antonimia"",""Vocabulario"",""Elija el antónimo de 'PRÓSPERO':"",""Acreedor"",""Adverso"",""Pujante"",""Floreciente"",""Opulento"",""b"",""Adverso"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""'Adverso' significa desfavorable, opuesto a próspero (DLE, 2022).""";;;;;
"168,""Analogías"",""Relaciones semánticas"",""Complete la analogía: TELÉFONO es a COMUNICAR como"",""Libro es a leer"",""Martillo es a clavar"",""Microscopio es a observar"",""Computadora es a programar"",""Cuchillo es a cortar"",""c"",""Microscopio es a observar"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Relación instrumento-función específica (Gardner, 2021).""";;;;;
"169,""Series Verbales y Término Excluido"",""Vocabulario"",""¿Qué término no pertenece a la serie?"",""Aracnofobia"",""Claustrofobia"",""Hidrofobia"",""Termofobia"",""Agorafobia"",""d"",""Termofobia"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""'Termofobia' no es una fobia reconocida clínicamente (DSM-5, 2022).""";;;;;
"170,""Oraciones Eliminadas"",""Coherencia textual"",""Identifique la oración incoherente: I) Los volcanes emiten lava. II) La lava se solidifica. III) El magma es líquido. IV) Los diamantes son duros."",""I"",""II"",""III"",""IV"",""Todas coherentes"",""d"",""IV"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""La oración IV no guarda relación temática (Van Dijk, 2020).""";;;;;
"171,""Literatura"",""Signos lingüísticos"",""¿Qué elemento NO pertenece al signo lingüístico según Saussure?"",""Significante"",""Significado"",""Referente"",""Sema"",""Morfema"",""c"",""Referente"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""El referente es externo al signo (Saussure, 1916).""";;;;;
"172,""Literatura"",""Función del lenguaje"",""En '¡Cállate ahora mismo!', predomina la función:"",""Referencial"",""Emotiva"",""Conativa"",""Fática"",""Metalingüística"",""c"",""Conativa"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""La función conativa busca influir en el receptor (Jakobson, 1960).""";;;;;
"173,""Literatura"",""Morfología"",""¿Qué sufijo forma sustantivos de profesión?"",""-ante"",""-ción"",""-itis"",""-ble"",""-mente"",""a"",""-ante"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Ejemplos: cantante, docente (Alvar, 2021).""";;;;;
"174,""Gramática y Ortografía"",""Tilde diacrítica"",""¿Qué palabra requiere tilde diacrítica?"",""Solo"",""Aun"",""Este"",""Mas"",""El"",""d"",""Mas"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""'Más' (adverbio) vs 'mas' (conjunción) (RAE, 2019).""";;;;;
"175,""Literatura"",""Figuras literarias"",""La frase 'El viento susurra secretos' usa:"",""Hipérbole"",""Personificación"",""Metonimia"",""Sinécdoque"",""Anáfora"",""b"",""Personificación"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Atribuye cualidades humanas al viento (Pimentel, 2022).""";;;;;
"176,""Lenguaje Audiovisual"",""Comunicación no verbal"",""En comunicación no verbal, la proxémica estudia:"",""Gestos"",""Expresiones faciales"",""Uso del espacio"",""Contacto visual"",""Posturas"",""c"",""Uso del espacio"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""La proxémica analiza distancias interpersonales (Hall, 1966).""";;;;;
"177,""Literatura"",""Movimientos literarios"",""¿Qué movimiento literario imitó modelos grecolatinos?"",""Romanticismo"",""Clasicismo"",""Realismo"",""Vanguardismo"",""Naturalismo"",""b"",""Clasicismo"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""El Clasicismo retomó formas clásicas (Bajtín, 2021).""";;;;;
"178,""Literatura"",""Símbolos literarios"",""En 'Los ríos profundos', el zumbayllu simboliza:"",""Opresión"",""Libertad"",""Misterio"",""Violencia"",""Nostalgia"",""b"",""Libertad"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""El trompo representa libertad infantil (Cornejo Polar, 2020).""";;;;;
"179,""Literatura"",""Autores peruanos"",""¿Qué autor peruano escribió 'Paco Yunque'?"",""Vargas Llosa"",""Vallejo"",""Arguedas"",""Ribeyro"",""Scorza"",""b"",""Vallejo"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""César Vallejo (Ferrari, 2022).""";;;;;
"180,""Literatura"",""Figuras literarias"",""'Tus ojos son dos luceros' emplea:"",""Hipérbole"",""Símil"",""Metáfora"",""Metonimia"",""Anáfora"",""c"",""Metáfora"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Identifica ojos con luceros (Pimentel, 2021).""";;;;;
"181,""Literatura"",""Vanguardias literarias"",""¿Qué vanguardia usó caligramas?"",""Dadaísmo"",""Creacionismo"",""Ultraísmo"",""Surrealismo"",""Futurismo"",""b"",""Creacionismo"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Huidobro en el Creacionismo (Schopf, 2020).""";;;;;
"182,""Literatura"",""Obras literarias"",""¿Qué obra pertenece al Siglo de Oro?"",""La ciudad y los perros"",""Cien años de soledad"",""La Celestina"",""Rayuela"",""Los heraldos negros"",""c"",""La Celestina"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""'La Celestina' (1499) es prerrenacentista (Rico, 2021).""";;;;;
"183,""Biología"",""Organelas celulares"",""¿Qué organela realiza fotosíntesis?"",""Mitocondria"",""Cloroplasto"",""Núcleo"",""Ribosoma"",""Lisosoma"",""b"",""Cloroplasto"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Los cloroplastos contienen clorofila (Sadava, 2021).""";;;;;
"184,""Biología"",""División celular"",""En mitosis, ¿qué fase sigue a profase?"",""Telofase"",""Anafase"",""Metafase"",""Interfase"",""Citocinesis"",""c"",""Metafase"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Secuencia: profase-metafase-anafase-telofase (Alberts, 2020).""";;;;;
"185,""Biología"",""Genética mendeliana"",""¿Qué ley mendeliana explica herencia monohíbrida?"",""Ley de segregación"",""Ley de distribución independiente"",""Ley de dominancia"",""Ley de uniformidad"",""Ley de recombinación"",""a"",""Ley de segregación"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""La 1° ley rige un carácter (Pierce, 2022).""";;;;;
"186,""Biología"",""Ecología"",""¿Qué organismo es productor primario?"",""Hongo"",""Bacteria"",""Planta"",""Zorro"",""Águila"",""c"",""Planta"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Las plantas producen alimento (Odum, 2021).""";;;;;
"187,""Biología"",""Evolución celular"",""La teoría endosimbiótica explica origen de:"",""Núcleo"",""Mitocondrias"",""Ribosomas"",""Membrana plasmática"",""Aparato de Golgi"",""b"",""Mitocondrias"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Mitocondrias derivan de bacterias (Margulis, 2020).""";;;;;
"188,""Biología"",""Estructura bacteriana"",""¿Qué estructura bacteriana contiene ADN?"",""Pilis"",""Nucleoide"",""Plásmido"",""Cápsula"",""Flagelo"",""b"",""Nucleoide"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""El nucleoide es región con ADN (Madigan, 2021).""";;;;;
"189,""Anatomía"",""Endocrinología"",""¿Qué hormona regula calcio?"",""Insulina"",""Paratohormona"",""Adrenalina"",""Tiroxina"",""Glucagón"",""b"",""Paratohormona"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""La PTH controla calcio sanguíneo (Guyton, 2021).""";;;;;
"190,""Anatomía"",""Reproducción masculina"",""¿Dónde se producen espermatozoides?"",""Próstata"",""Vesículas seminales"",""Túbulos seminíferos"",""Epidídimo"",""Conducto deferente"",""c"",""Túbulos seminíferos"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""En túbulos de testículos (Netter, 2022).""";;;;;
"191,""Anatomía"",""Neuroanatomía"",""¿Qué estructura cerebral regula temperatura?"",""Cerebelo"",""Hipotálamo"",""Tálamo"",""Hipocampo"",""Amígdala"",""b"",""Hipotálamo"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""El hipotálamo es termostato corporal (Bear, 2020).""";;;;;
"192,""Anatomía"",""Cardiología"",""¿Qué válvula separa aurícula/ventrículo derechos?"",""Mitral"",""Tricúspide"",""Pulmonar"",""Aórtica"",""Sigmoidea"",""b"",""Tricúspide"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Válvula tricúspide (Drake, 2021).""";;;;;
"193,""Anatomía"",""Histología"",""¿Qué tejido forma tendones?"",""Óseo"",""Cartilaginoso"",""Muscular"",""Nervioso"",""Conectivo denso"",""e"",""Conectivo denso"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Tejido conectivo denso regular (Junqueira, 2020).""";;;;;
"194,""Anatomía"",""Inmunología"",""¿Qué célula produce anticuerpos?"",""Eritrocito"",""Neutrófilo"",""Linfocito B"",""Plaqueta"",""Macrófago"",""c"",""Linfocito B"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Linfocitos B sintetizan inmunoglobulinas (Abbas, 2021).""";;;;;
"195,""Historia del Perú"",""Constituciones peruanas"",""¿Qué presidente promulgó la Constitución de 1993?"",""Alan García"",""Alberto Fujimori"",""Alejandro Toledo"",""Ollanta Humala"",""Valentín Paniagua"",""b"",""Alberto Fujimori"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Fujimori tras autogolpe de 1992 (Cotler, 2021).""";;;;;
"196,""Historia del Perú"",""Rebeliones coloniales"",""La Rebelión de Túpac Amaru II ocurrió en:"",""Siglo XVI"",""Siglo XVII"",""Siglo XVIII"",""Siglo XIX"",""Siglo XX"",""c"",""Siglo XVIII"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""1780 durante el virreinato (Flores Galindo, 2020).""";;;;;
"197,""Historia del Perú"",""Independencia del Perú"",""¿Qué batalla consolidó la independencia?"",""Ayacucho"",""Junín"",""Tarqui"",""Ingavi"",""Arica"",""a"",""Ayacucho"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Ayacucho (1824) selló emancipación (Basadre, 2021).""";;;;;
"198,""Historia del Perú"",""Oncenio de Leguía"",""El Oncenio de Leguía (1919-1930) promovió:"",""Industrialización"",""Reforma agraria"",""Patria Nueva"",""Nacionalizaciones"",""Guerra con Chile"",""c"",""Patria Nueva"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Su lema 'Patria Nueva' (Contreras, 2020).""";;;;;
"199,""Historia del Perú"",""Conflictos internacionales"",""¿Qué conflicto internacional enfrentó Perú en 1941?"",""Guerra del Pacífico"",""Conflicto del Falso Paquisha"",""Guerra con Ecuador"",""Conflicto de La Pedrera"",""Guerra del Cenepa"",""c"",""Guerra con Ecuador"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Guerra peruano-ecuatoriana (Bonilla, 2022).""";;;;;
"200,""Historia del Perú"",""Movimientos políticos"",""¿Qué movimiento lideró Haya de la Torre?"",""APRA"",""Acción Popular"",""Unión Revolucionaria"",""Frente Democrático"",""Partido Comunista"",""a"",""APRA"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Fundó el APRA en 1924 (Klaren, 2021).""";;;;;
"201,""Historia Universal"",""Primera Guerra Mundial"",""¿Qué evento inició la Primera Guerra Mundial?"",""Invasión de Polonia"",""Asesinato de Francisco Fernando"",""Revolución Rusa"",""Tratado de Versalles"",""Crisis de los misiles"",""b"",""Asesinato de Francisco Fernando"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Asesinato en Sarajevo (1914) (Keegan, 2020).""";;;;;
"202,""Historia Universal"",""Revolución Industrial"",""La Revolución Industrial comenzó en:"",""Francia"",""Alemania"",""Inglaterra"",""EE.UU."",""Italia"",""c"",""Inglaterra"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Siglo XVIII en Inglaterra (Hobsbawm, 2021).""";;;;;
"203,""Historia Universal"",""Imperios precolombinos"",""¿Qué imperio dominó América precolombina?"",""Romano"",""Otomano"",""Inca"",""Mongol"",""Persa"",""c"",""Inca"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Imperio Inca fue el más extenso (Rostworowski, 2020).""";;;;;
"204,""Historia Universal"",""Revolución Francesa"",""La Revolución Francesa proclamó:"",""Libertad, igualdad, fraternidad"",""Dios, patria y rey"",""Orden y progreso"",""Paz y amor"",""Socialismo o muerte"",""a"",""Libertad, igualdad, fraternidad"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Este lema resumió sus ideales (Soboul, 2021).""";;;;;
"205,""Historia Universal"",""Carrera espacial"",""¿Qué país lanzó el primer satélite artificial?"",""EE.UU."",""URSS"",""China"",""Francia"",""Japón"",""b"",""URSS"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Sputnik 1 soviético en 1957 (McDougall, 2020).""";;;;;
"206,""Historia Universal"",""Historia de la escritura"",""¿Qué civilización creó el primer alfabeto fonético?"",""Egipcios"",""Fenicios"",""Griegos"",""Romanos"",""Persas"",""b"",""Fenicios"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Fenicios hacia 1200 a.C. (Bernal, 2021).""";;;;;
"207,""Geografía"",""Corrientes marinas"",""¿Qué corriente enfría la costa peruana?"",""El Niño"",""Humboldt"",""Kuroshio"",""Benguela"",""Circumpolar"",""b"",""Humboldt"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Corriente de Humboldt (Pulgar-Vidal, 2021).""";;;;;
"208,""Geografía"",""Límites territoriales"",""¿Qué departamento peruano limita con Brasil?"",""Tumbes"",""Madre de Dios"",""La Libertad"",""Arequipa"",""Piura"",""b"",""Madre de Dios"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Madre de Dios (INEI, 2022).""";;;;;
"209,""Geografía"",""Geología"",""La cordillera de los Andes se formó por:"",""Erosión"",""Sedimentación"",""Plegamiento"",""Vulcanismo"",""Glaciación"",""c"",""Plegamiento"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Choque de placas (Lliboutry, 2020).""";;;;;
"210,""Geografía"",""Hidrografía"",""¿Qué río pertenece a la vertiente del Pacífico?"",""Amazonas"",""Marañón"",""Ucayali"",""Rímac"",""Putumayo"",""d"",""Rímac"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""El Rímac desemboca en el Pacífico (SENAMHI, 2021).""";;;;;
"211,""Geografía"",""Fenómenos climáticos"",""¿Qué factor causa El Niño?"",""Calentamiento oceánico"",""Aumento de vientos"",""Derretimiento glaciar"",""Deforestación"",""Contaminación"",""a"",""Calentamiento oceánico"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Calentamiento anómalo del Pacífico (Caviedes, 2020).""";;;;;
"212,""Geografía"",""Regiones naturales"",""La región Suni se ubica entre:"",""500-1500 msnm"",""1500-2300 msnm"",""2300-3500 msnm"",""3500-4000 msnm"",""4000-5000 msnm"",""d"",""3500-4000 msnm"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""3500-4000 msnm (Pulgar-Vidal, 2020).""";;;;;
"213,""Ciudadanía"",""Garantías constitucionales"",""¿Qué garantía protege contra detenciones arbitrarias?"",""Hábeas corpus"",""Hábeas data"",""Acción popular"",""Amparo"",""Inconstitucionalidad"",""a"",""Hábeas corpus"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Protege libertad individual (Const. Perú, Art. 200).""";;;;;
"214,""Ciudadanía"",""Política monetaria"",""¿Qué organismo dirige política monetaria?"",""SBS"",""BCRP"",""MEF"",""Sunat"",""CMF"",""b"",""BCRP"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Banco Central de Reserva (Ley 26123).""";;;;;
"215,""Ciudadanía"",""Organismos internacionales"",""La ONU fue creada en:"",""1919"",""1945"",""1955"",""1975"",""1989"",""b"",""1945"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""1945 tras Segunda Guerra (Carta de la ONU).""";;;;;
"216,""Ciudadanía"",""Derechos humanos"",""¿Qué derecho es de primera generación?"",""Educación"",""Salud"",""Libertad de expresión"",""Vivienda"",""Seguridad social"",""c"",""Libertad de expresión"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Derechos civiles y políticos (ONU, 1948).""";;;;;
"217,""Ciudadanía"",""Legislación laboral"",""¿Qué documento regula derechos laborales?"",""Código Civil"",""Código Penal"",""Constitución"",""Ley del Trabajo"",""Código del Niño"",""d"",""Ley del Trabajo"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Ley de Relaciones Colectivas (DL 728).""";;;;;
"218,""Ciudadanía"",""Protección al consumidor"",""¿Qué institución protege derechos del consumidor?"",""Indecopi"",""Sunat"",""SBS"",""Mincetur"",""Defensoría del Pueblo"",""a"",""Indecopi"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Indecopi (Ley 29571).""";;;;;
"219,""Economía"",""Teoría de la demanda"",""¿Qué indica demanda perfectamente inelástica?"",""El precio no afecta cantidad"",""Demanda varía con ingreso"",""Sensibilidad al precio"",""Refleja bienes de lujo"",""Sustituibilidad perfecta"",""a"",""El precio no afecta cantidad"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Cantidad no cambia ante precio (Samuelson, 2021).""";;;;;
"220,""Economía"",""Indicadores económicos"",""La inflación es aumento generalizado de:"",""Exportaciones"",""Salarios"",""Precios"",""Producción"",""Empleo"",""c"",""Precios"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Alza sostenida de precios (Blanchard, 2020).""";;;;;
"221,""Economía"",""Regulación financiera"",""¿Qué institución regula sistema financiero?"",""SBS"",""BCRP"",""MEF"",""Sunat"",""Indecopi"",""a"",""SBS"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Superintendencia de Banca (Ley 26702).""";;;;;
"222,""Economía"",""Comercio internacional"",""Un arancel es impuesto a:"",""Exportaciones"",""Ventas"",""Importaciones"",""Rentas"",""Propiedades"",""c"",""Importaciones"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Grava bienes importados (Krugman, 2021).""";;;;;
"223,""Economía"",""Macroeconomía"",""¿Qué mide el PBI?"",""Riqueza total"",""Valor de bienes finales"",""Reservas internacionales"",""Deuda pública"",""Consumo familiar"",""b"",""Valor de bienes finales"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Suma valor de bienes/servicios finales (Mankiw, 2020).""";;;;;
"224,""Economía"",""Teoría de la oferta"",""Según ley de oferta:"",""A mayor precio, menor oferta"",""Oferta y demanda independientes"",""A mayor precio, mayor oferta"",""Oferta no depende de precio"",""Equilibrio constante"",""c"",""A mayor precio, mayor oferta"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Productores ofrecen más con precios altos (Pindyck, 2021).""";;;;;
"225,""Psicología"",""Desarrollo cognitivo"",""¿En qué etapa piagetiana superan egocentrismo?"",""Sensoriomotora"",""Preoperacional"",""Operaciones concretas"",""Operaciones formales"",""Postformal"",""c"",""Operaciones concretas"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""7-11 años logran descentración (Piaget, 1954).""";;;;;
"226,""Psicología"",""Condicionamiento"",""¿Quién estudió condicionamiento clásico?"",""Skinner"",""Pavlov"",""Bandura"",""Freud"",""Maslow"",""b"",""Pavlov"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Pavlov con perros (Pavlov, 1927).""";;;;;
"227,""Psicología"",""Evaluación psicológica"",""¿Qué prueba mide inteligencia fluida?"",""Rorschach"",""WAIS"",""Stanford-Binet"",""Raven"",""MMPI"",""d"",""Raven"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Matrices de Raven evalúan razonamiento (Raven, 2020).""";;;;;
"228,""Psicología"",""Neurotransmisores"",""¿Qué neurotransmisor regula placer?"",""Serotonina"",""Dopamina"",""GABA"",""Acetilcolina"",""Glutamato"",""b"",""Dopamina"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Dopamina en sistema de recompensa (Kandel, 2021).""";;;;;
